"k","game_key","game_source","game_date","game_number","site_key","season_phase","team_alignment","team_key","opponent_key","r_g","r_w","r_l","r_t","b_g","b_pa","b_ab","b_r","b_h","b_tb","b_2b","b_3b","b_hr","b_hr4","b_rbi","b_gw","b_bb","b_ibb","b_so","b_gdp","b_hp","b_sh","b_sf","b_sb","b_cs","b_xi","b_lob","p_g","p_gs","p_cg","p_sho","p_csho","p_gf","p_w","p_l","p_sv","p_out","p_tbf","p_ab","p_r","season","season_game_number"
"HOU_2017","HOU201704090","evt",2017-04-09,0,"HOU03","R",1,"HOU","KCA",1,1,0,0,1,51,41,5,12,21,0,0,3,0,5,NA,8,2,7,2,1,1,0,1,1,0,11,1,1,0,0,0,1,1,0,0,36,45,43,4,2017,7
"HOU_2017","SEA201704100","evt",2017-04-10,0,"SEA03","R",0,"HOU","SEA",1,0,1,0,1,35,32,0,6,7,1,0,0,0,0,NA,3,0,10,0,0,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,24,38,32,6,2017,8
"HOU_2017","SEA201704110","evt",2017-04-11,0,"SEA03","R",0,"HOU","SEA",1,1,0,0,1,42,39,7,14,19,2,0,1,0,7,NA,3,0,10,1,0,0,0,1,1,0,8,1,1,0,0,0,1,1,0,0,27,40,33,5,2017,9
"HOU_2017","SEA201704120","evt",2017-04-12,0,"SEA03","R",0,"HOU","SEA",1,1,0,0,1,46,39,10,16,19,3,0,0,0,9,NA,6,2,4,2,0,0,1,0,0,0,9,1,1,0,0,0,1,1,0,0,27,38,37,5,2017,10
"HOU_2017","OAK201704140","evt",2017-04-14,0,"OAK01","R",0,"HOU","OAK",1,1,0,0,1,44,37,7,10,16,3,0,1,0,5,NA,4,0,3,0,2,0,1,2,0,0,10,1,1,0,0,0,1,1,0,0,27,36,34,2,2017,11
"HOU_2017","OAK201704150","evt",2017-04-15,0,"OAK01","R",0,"HOU","OAK",1,1,0,0,1,44,32,10,8,11,0,0,1,0,7,NA,8,0,9,1,2,1,1,5,0,0,7,1,1,0,0,0,1,1,0,0,27,41,35,6,2017,12
"HOU_2017","HOU201704170","evt",2017-04-17,0,"HOU03","R",1,"HOU","ANA",1,1,0,0,1,32,29,3,9,11,2,0,0,0,3,NA,2,0,5,1,0,0,1,0,1,0,5,1,1,0,1,1,1,1,0,1,27,36,32,0,2017,13
"HOU_2017","HOU201704180","evt",2017-04-18,0,"HOU03","R",1,"HOU","ANA",1,0,1,0,1,36,35,2,11,18,1,0,2,0,2,NA,1,0,7,2,0,0,0,0,0,0,7,1,1,0,0,0,1,0,1,0,27,38,35,5,2017,14
"HOU_2017","HOU201704190","evt",2017-04-19,0,"HOU03","R",1,"HOU","ANA",1,1,0,0,1,33,29,5,9,16,2,1,1,0,5,NA,2,0,9,2,1,1,0,1,0,0,4,1,1,0,0,0,1,1,0,0,27,33,32,1,2017,15
"HOU_2017","HOU201704200","evt",2017-04-20,0,"HOU03","R",1,"HOU","ANA",1,1,0,0,1,29,27,2,3,10,1,0,2,0,2,NA,2,0,8,0,0,0,0,0,0,0,3,1,1,0,0,0,1,1,0,1,27,35,31,1,2017,16
"HOU_2017","TBA201704210","evt",2017-04-21,0,"STP01","R",0,"HOU","TBA",1,1,0,0,1,39,35,6,11,17,3,0,1,0,5,NA,3,0,9,1,0,0,1,0,0,0,6,1,1,0,0,0,1,1,0,1,27,35,34,3,2017,17
"HOU_2017","TBA201704220","evt",2017-04-22,0,"STP01","R",0,"HOU","TBA",1,0,1,0,1,34,29,3,4,10,0,0,2,0,3,NA,5,0,6,2,0,0,0,1,0,0,4,1,1,0,0,0,1,0,1,0,24,38,36,6,2017,18
"HOU_2017","TBA201704230","evt",2017-04-23,0,"STP01","R",0,"HOU","TBA",1,1,0,0,1,43,37,6,12,18,0,0,2,0,6,NA,5,0,5,3,0,0,1,0,0,0,7,1,1,0,0,0,1,1,0,1,30,42,36,4,2017,19
"HOU_2017","CLE201704250","evt",2017-04-25,0,"CLE08","R",0,"HOU","CLE",1,1,0,0,1,38,36,4,11,13,2,0,0,0,4,NA,1,0,8,2,1,0,0,0,0,0,7,1,1,1,0,0,0,1,0,0,27,34,31,2,2017,20
"HOU_2017","CLE201704260","evt",2017-04-26,0,"CLE08","R",0,"HOU","CLE",1,0,1,0,1,40,36,6,8,16,2,0,2,0,6,NA,3,0,13,1,1,0,0,0,0,0,7,1,1,0,0,0,1,0,1,0,24,37,30,7,2017,21
"HOU_2017","CLE201704270","evt",2017-04-27,0,"CLE08","R",0,"HOU","CLE",1,0,1,0,1,40,36,3,11,17,3,0,1,0,3,NA,4,0,11,0,0,0,0,0,2,0,10,1,1,0,0,0,1,0,1,0,24,34,30,4,2017,22
"HOU_2017","HOU201704280","evt",2017-04-28,0,"HOU03","R",1,"HOU","OAK",1,1,0,0,1,41,36,9,14,21,4,0,1,0,9,NA,2,0,5,1,0,0,1,0,1,2,8,1,1,0,0,0,1,1,0,0,27,37,35,4,2017,23
"HOU_2017","HOU201704290","evt",2017-04-29,0,"HOU03","R",1,"HOU","OAK",1,0,1,0,1,34,32,1,7,10,0,0,1,0,1,NA,0,0,9,1,2,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,37,34,2,2017,24
"HOU_2017","HOU201704300","evt",2017-04-30,0,"HOU03","R",1,"HOU","OAK",1,1,0,0,1,36,33,7,10,15,2,0,1,0,7,NA,1,0,8,1,1,0,0,0,0,1,5,1,1,0,0,0,1,1,0,1,27,38,33,2,2017,25
"HOU_2017","HOU201705010","evt",2017-05-01,0,"HOU03","R",1,"HOU","TEX",1,1,0,0,1,38,33,6,8,11,3,0,0,0,5,NA,3,0,4,1,2,0,0,1,0,0,8,1,1,0,0,0,1,1,0,1,27,34,31,2,2017,26
"HOU_2017","HOU201705020","evt",2017-05-02,0,"HOU03","R",1,"HOU","TEX",1,1,0,0,1,38,35,8,11,21,1,0,3,1,8,NA,3,0,5,0,0,0,0,0,0,0,6,1,1,0,0,0,1,1,0,1,27,39,37,7,2017,27
"HOU_2017","HOU201705030","evt",2017-05-03,0,"HOU03","R",1,"HOU","TEX",1,1,0,0,1,40,36,10,13,28,3,0,4,0,10,NA,3,0,1,1,0,0,1,0,0,0,6,1,1,0,0,0,1,1,0,0,27,34,29,1,2017,28
"HOU_2017","HOU201705040","evt",2017-05-04,0,"HOU03","R",1,"HOU","TEX",1,0,1,0,1,47,35,4,10,14,1,0,1,0,4,NA,10,0,11,1,0,0,2,1,0,0,16,1,1,0,0,0,1,0,1,0,27,42,36,10,2017,29
"HOU_2017","ANA201705050","evt",2017-05-05,0,"ANA01","R",0,"HOU","ANA",1,1,0,0,1,41,39,7,12,21,3,0,2,0,7,NA,2,0,6,3,0,0,0,1,0,0,4,1,1,0,0,0,1,1,0,1,30,38,36,6,2017,30
"HOU_2017","ANA201705060","evt",2017-05-06,0,"ANA01","R",0,"HOU","ANA",1,0,1,0,1,36,33,1,9,11,2,0,0,0,1,NA,2,0,6,3,1,0,0,0,1,0,8,1,1,0,0,0,1,0,1,0,25,32,29,2,2017,31
"HOU_2017","ANA201705070","evt",2017-05-07,0,"ANA01","R",0,"HOU","ANA",1,1,0,0,1,35,32,5,6,13,1,0,2,0,5,NA,3,0,6,0,0,0,0,1,0,0,3,1,1,0,0,0,1,1,0,1,27,36,32,3,2017,32
"HOU_2017","HOU201705090","evt",2017-05-09,0,"HOU03","R",1,"HOU","ATL",1,1,0,0,1,35,33,8,9,21,1,1,3,0,8,NA,2,0,5,1,0,0,0,0,0,0,3,1,1,0,0,0,1,1,0,0,27,37,33,3,2017,33
"HOU_2017","HOU201705100","evt",2017-05-10,0,"HOU03","R",1,"HOU","ATL",1,1,0,0,1,35,29,4,7,10,3,0,0,0,4,NA,6,0,5,3,0,0,0,1,0,0,7,1,1,0,0,0,1,1,0,1,27,34,29,2,2017,34
"HOU_2017","NYA201705110","evt",2017-05-11,0,"NYC21","R",0,"HOU","NYA",1,1,0,0,1,38,35,3,9,16,4,0,1,0,3,NA,3,0,8,0,0,0,0,2,0,0,8,1,1,0,0,0,1,1,0,1,27,38,33,2,2017,35
"HOU_2017","NYA201705120","evt",2017-05-12,0,"NYC21","R",0,"HOU","NYA",1,1,0,0,1,40,38,5,11,15,1,0,1,0,5,NA,2,0,11,0,0,0,0,1,0,0,8,1,1,0,0,0,1,1,0,0,27,35,35,1,2017,36
"HOU_2017","NYA201705141","evt",2017-05-14,1,"NYC21","R",0,"HOU","NYA",1,0,1,0,1,41,34,6,9,9,0,0,0,0,6,NA,5,0,7,2,1,0,1,0,0,0,8,1,1,0,0,0,1,0,1,0,24,40,37,11,2017,37
"HOU_2017","NYA201705142","evt",2017-05-14,2,"NYC21","R",0,"HOU","NYA",1,1,0,0,1,41,36,10,10,23,1,0,4,1,9,NA,2,0,9,0,1,0,1,0,0,1,4,1,1,0,0,0,1,1,0,0,27,43,36,7,2017,38
"HOU_2017","MIA201705150","evt",2017-05-15,0,"MIA02","R",0,"HOU","MIA",1,1,0,0,1,40,34,7,8,17,3,0,2,1,7,NA,4,2,6,1,2,0,0,0,0,0,6,1,1,0,0,0,1,1,0,0,27,38,35,2,2017,39
"HOU_2017","MIA201705160","evt",2017-05-16,0,"MIA02","R",0,"HOU","MIA",1,1,0,0,1,47,42,12,14,22,2,0,2,0,11,NA,5,0,9,0,0,0,0,0,0,0,8,1,1,0,0,0,1,1,0,0,27,34,32,2,2017,40
"HOU_2017","MIA201705170","evt",2017-05-17,0,"MIA02","R",0,"HOU","MIA",1,1,0,0,1,40,36,3,8,15,3,2,0,0,3,NA,2,0,7,0,2,0,0,0,0,0,10,1,1,0,1,1,1,1,0,1,27,36,30,0,2017,41
"HOU_2017","HOU201705190","evt",2017-05-19,0,"HOU03","R",1,"HOU","CLE",1,0,1,0,1,34,32,3,5,12,1,0,2,0,3,NA,2,0,11,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,1,0,27,40,34,5,2017,42
"HOU_2017","HOU201705200","evt",2017-05-20,0,"HOU03","R",1,"HOU","CLE",1,0,1,0,1,30,28,0,3,3,0,0,0,0,0,NA,2,0,10,1,0,0,0,0,1,0,3,1,1,0,0,0,1,0,1,0,27,35,34,3,2017,43
"HOU_2017","HOU201705210","evt",2017-05-21,0,"HOU03","R",1,"HOU","CLE",1,0,1,0,1,36,32,6,6,19,1,0,4,0,6,NA,4,0,9,1,0,0,0,0,0,0,3,1,1,0,0,0,1,0,1,0,27,42,36,8,2017,44
"HOU_2017","HOU201705220","evt",2017-05-22,0,"HOU03","R",1,"HOU","DET",1,1,0,0,1,34,32,1,9,12,3,0,0,0,1,NA,2,0,7,1,0,0,0,0,0,0,9,1,1,0,1,1,1,1,0,1,27,29,26,0,2017,45
"HOU_2017","HOU201705230","evt",2017-05-23,0,"HOU03","R",1,"HOU","DET",1,1,0,0,1,37,32,6,8,15,1,0,2,0,4,NA,3,1,4,1,1,0,1,1,1,0,7,1,1,0,0,0,1,1,0,0,27,35,30,2,2017,46
"HOU_2017","HOU201705240","evt",2017-05-24,0,"HOU03","R",1,"HOU","DET",1,0,1,0,1,36,31,3,6,11,2,0,1,0,3,NA,2,0,6,0,0,0,2,1,0,1,6,1,1,0,0,0,1,0,1,0,27,37,33,6,2017,47
"HOU_2017","HOU201705250","evt",2017-05-25,0,"HOU03","R",1,"HOU","DET",1,1,0,0,1,38,34,7,11,24,1,0,4,0,7,NA,4,0,5,0,0,0,0,1,0,0,7,1,1,0,0,0,1,1,0,1,27,44,38,6,2017,48
"HOU_2017","HOU201705260","evt",2017-05-26,0,"HOU03","R",1,"HOU","BAL",1,1,0,0,1,34,34,2,10,18,2,0,2,0,2,NA,0,0,3,0,0,0,0,0,0,0,8,1,1,0,1,1,1,1,0,1,27,33,33,0,2017,49
"HOU_2017","HOU201705270","evt",2017-05-27,0,"HOU03","R",1,"HOU","BAL",1,1,0,0,1,37,33,5,11,17,3,0,1,0,4,NA,3,0,5,0,1,0,0,2,0,0,8,1,1,0,0,0,1,1,0,1,27,34,32,2,2017,50
"HOU_2017","HOU201705280","evt",2017-05-28,0,"HOU03","R",1,"HOU","BAL",1,1,0,0,1,36,34,8,11,20,4,1,1,0,7,NA,1,0,6,1,1,0,0,0,0,0,4,1,1,0,0,0,1,1,0,0,27,37,35,4,2017,51
"HOU_2017","MIN201705290","evt",2017-05-29,0,"MIN04","R",0,"HOU","MIN",1,1,0,0,1,50,44,16,18,31,4,0,3,0,15,NA,5,0,6,0,1,0,0,0,0,0,7,1,1,0,0,0,1,1,0,0,27,40,37,8,2017,52
"HOU_2017","MIN201705300","evt",2017-05-30,0,"MIN04","R",0,"HOU","MIN",1,1,0,0,1,41,33,7,10,14,1,0,1,0,5,NA,6,0,8,3,1,0,1,0,0,0,7,1,1,0,0,0,1,1,0,0,27,37,34,2,2017,53
"HOU_2017","MIN201705310","evt",2017-05-31,0,"MIN04","R",0,"HOU","MIN",1,1,0,0,1,52,44,17,19,39,2,0,6,0,16,NA,7,1,3,0,0,0,1,1,0,0,8,1,1,0,0,0,1,1,0,0,27,41,38,6,2017,54
"HOU_2017","TEX201706020","evt",2017-06-02,0,"ARL02","R",0,"HOU","TEX",1,1,0,0,1,41,37,7,9,18,3,0,2,0,7,NA,2,0,12,0,2,0,0,2,0,0,7,1,1,0,0,0,1,1,0,0,27,34,31,1,2017,55
"HOU_2017","TEX201706030","evt",2017-06-03,0,"ARL02","R",0,"HOU","TEX",1,1,0,0,1,42,39,6,12,19,1,0,2,0,5,NA,3,0,4,0,0,0,0,1,0,0,9,1,1,0,0,0,1,1,0,1,27,41,37,5,2017,56
"HOU_2017","TEX201706040","evt",2017-06-04,0,"ARL02","R",0,"HOU","TEX",1,1,0,0,1,41,35,7,9,23,2,0,4,0,7,NA,5,0,6,1,0,0,1,0,0,0,7,1,1,0,0,0,1,1,0,0,27,37,33,2,2017,57
"HOU_2017","KCA201706050","evt",2017-06-05,0,"KAN06","R",0,"HOU","KCA",1,1,0,0,1,38,35,7,10,20,4,0,2,0,7,NA,3,0,7,0,0,0,0,0,2,0,4,1,1,0,0,0,1,1,0,0,27,38,37,3,2017,58
"HOU_2017","KCA201706060","evt",2017-06-06,0,"KAN06","R",0,"HOU","KCA",1,0,1,0,1,44,40,7,13,19,3,0,1,0,6,NA,3,0,6,0,0,0,1,2,0,0,10,1,1,0,0,0,1,0,1,0,26,42,39,9,2017,59
"HOU_2017","KCA201706070","evt",2017-06-07,0,"KAN06","R",0,"HOU","KCA",1,0,1,0,1,43,38,5,11,16,2,0,1,0,3,NA,3,0,11,0,1,1,0,0,0,0,11,1,1,0,0,0,1,0,1,0,24,37,35,7,2017,60
"HOU_2017","KCA201706080","evt",2017-06-08,0,"KAN06","R",0,"HOU","KCA",1,1,0,0,1,38,35,6,9,16,2,1,1,0,5,NA,2,0,8,0,0,0,1,0,0,0,5,1,1,0,0,0,1,1,0,0,27,31,29,1,2017,61
"HOU_2017","HOU201706090","evt",2017-06-09,0,"HOU03","R",1,"HOU","ANA",1,0,1,0,1,34,33,4,8,12,1,0,1,0,4,NA,1,0,4,1,0,0,0,0,0,0,3,1,1,0,0,0,1,0,1,0,27,44,36,9,2017,62
"HOU_2017","HOU201706100","evt",2017-06-10,0,"HOU03","R",1,"HOU","ANA",1,1,0,0,1,33,30,3,10,15,2,0,1,0,3,NA,1,0,2,2,1,0,1,0,1,0,6,1,1,0,0,0,1,1,0,1,27,33,29,1,2017,63
"HOU_2017","HOU201706110","evt",2017-06-11,0,"HOU03","R",1,"HOU","ANA",1,0,1,0,1,42,37,6,10,17,1,0,2,0,6,NA,5,0,8,0,0,0,0,0,0,0,9,1,1,0,0,0,1,0,1,0,27,43,37,12,2017,64
"HOU_2017","HOU201706120","evt",2017-06-12,0,"HOU03","R",1,"HOU","TEX",1,0,1,0,1,34,29,1,2,3,1,0,0,0,1,NA,4,0,5,0,1,0,0,1,0,0,6,1,1,0,0,0,1,0,1,0,27,37,34,6,2017,65
"HOU_2017","HOU201706130","evt",2017-06-13,0,"HOU03","R",1,"HOU","TEX",1,0,1,0,1,34,32,2,7,14,1,0,2,0,2,NA,2,0,4,0,0,0,0,0,1,0,5,1,1,0,0,0,1,0,1,0,27,38,33,4,2017,66
"HOU_2017","HOU201706140","evt",2017-06-14,0,"HOU03","R",1,"HOU","TEX",1,1,0,0,1,46,40,13,19,29,4,0,2,0,13,NA,4,0,7,1,2,0,0,0,0,0,9,1,1,0,0,0,1,1,0,0,27,36,33,2,2017,67
"HOU_2017","HOU201706160","evt",2017-06-16,0,"HOU03","R",1,"HOU","BOS",1,0,1,0,1,34,29,1,6,11,2,0,1,0,1,NA,5,1,6,3,0,0,0,2,0,0,6,1,1,0,0,0,1,0,1,0,27,35,33,2,2017,68
"HOU_2017","HOU201706170","evt",2017-06-17,0,"HOU03","R",1,"HOU","BOS",1,1,0,0,1,35,32,7,11,22,5,0,2,0,6,NA,1,0,5,1,0,0,2,0,0,0,4,1,1,0,0,0,1,1,0,0,27,30,29,1,2017,69
"HOU_2017","HOU201706180","evt",2017-06-18,0,"HOU03","R",1,"HOU","BOS",1,0,1,0,1,45,38,5,14,26,3,0,3,0,5,NA,6,0,8,1,1,0,0,0,1,0,13,1,1,0,0,0,1,0,1,0,27,37,33,6,2017,70
"HOU_2017","OAK201706190","evt",2017-06-19,0,"OAK01","R",0,"HOU","OAK",1,1,0,0,1,37,35,4,9,22,4,0,3,0,4,NA,2,0,7,0,0,0,0,0,0,0,6,1,1,0,0,0,1,1,0,1,27,33,30,1,2017,71
"HOU_2017","OAK201706200","evt",2017-06-20,0,"OAK01","R",0,"HOU","OAK",1,1,0,0,1,45,37,8,11,21,4,0,2,0,8,NA,6,0,8,1,2,0,0,1,1,0,10,1,1,0,0,0,1,1,0,0,27,38,34,4,2017,72
"HOU_2017","OAK201706210","evt",2017-06-21,0,"OAK01","R",0,"HOU","OAK",1,1,0,0,1,40,37,5,10,14,1,0,1,0,5,NA,2,0,9,0,0,0,1,0,0,0,8,1,1,0,0,0,1,1,0,0,27,34,29,1,2017,73
"HOU_2017","OAK201706220","evt",2017-06-22,0,"OAK01","R",0,"HOU","OAK",1,1,0,0,1,45,38,12,13,28,4,1,3,0,12,NA,3,0,7,0,1,0,3,0,0,0,6,1,1,0,0,0,1,1,0,1,27,43,38,9,2017,74
"HOU_2017","SEA201706230","evt",2017-06-23,0,"SEA03","R",0,"HOU","SEA",1,0,1,0,1,38,36,3,10,19,3,0,2,0,3,NA,2,0,7,1,0,0,0,1,0,0,8,1,1,0,0,0,1,0,1,0,24,44,40,13,2017,75
"HOU_2017","SEA201706240","evt",2017-06-24,0,"SEA03","R",0,"HOU","SEA",1,1,0,0,1,40,35,5,9,15,3,0,1,0,5,NA,4,1,7,1,0,0,0,0,0,1,8,1,1,0,0,0,1,1,0,0,27,36,33,2,2017,76
"HOU_2017","SEA201706250","evt",2017-06-25,0,"SEA03","R",0,"HOU","SEA",1,1,0,0,1,39,33,8,8,18,1,0,3,0,8,NA,6,0,3,2,0,0,0,1,0,0,4,1,1,0,0,0,1,1,0,0,27,38,32,2,2017,77
"HOU_2017","HOU201706270","evt",2017-06-27,0,"HOU03","R",1,"HOU","OAK",1,0,1,0,1,41,38,4,14,19,2,0,1,0,3,NA,3,0,6,2,0,0,0,0,1,0,10,1,1,0,0,0,1,0,1,0,27,39,36,6,2017,78
"HOU_2017","HOU201706280","evt",2017-06-28,0,"HOU03","R",1,"HOU","OAK",1,1,0,0,1,42,37,11,17,25,5,0,1,0,11,NA,3,0,4,1,0,0,2,4,0,0,7,1,1,0,0,0,1,1,0,1,27,37,36,8,2017,79
"HOU_2017","HOU201706290","evt",2017-06-29,0,"HOU03","R",1,"HOU","OAK",1,1,0,0,1,36,32,6,10,19,3,0,2,0,6,NA,3,1,4,0,0,0,1,0,0,0,6,1,1,0,0,0,1,1,0,0,27,39,32,1,2017,80
"HOU_2017","HOU201706300","evt",2017-06-30,0,"HOU03","R",1,"HOU","NYA",1,0,1,0,1,36,35,4,9,11,2,0,0,0,4,NA,0,0,4,0,0,0,1,0,0,0,5,1,1,0,0,0,1,0,1,0,27,48,40,13,2017,81
"HOU_2017","HOU201707010","evt",2017-07-01,0,"HOU03","R",1,"HOU","NYA",1,1,0,0,1,35,31,7,8,19,2,0,3,0,7,NA,4,0,9,1,0,0,0,3,0,0,4,1,1,0,0,0,1,1,0,1,27,37,34,6,2017,82
"HOU_2017","HOU201707020","evt",2017-07-02,0,"HOU03","R",1,"HOU","NYA",1,1,0,0,1,42,38,8,14,27,7,0,2,0,8,NA,2,0,8,0,1,0,0,0,0,1,10,1,1,0,0,0,1,1,0,0,27,37,32,1,2017,83
"HOU_2017","ATL201707040","evt",2017-07-04,0,"ATL03","R",0,"HOU","ATL",1,1,0,0,1,49,43,16,19,35,7,0,3,1,16,NA,5,1,5,1,1,0,0,0,0,0,6,1,1,0,0,0,1,1,0,0,27,38,33,4,2017,84
"HOU_2017","ATL201707050","evt",2017-07-05,0,"ATL03","R",0,"HOU","ATL",1,1,0,0,1,44,41,10,16,23,7,0,0,0,10,NA,2,1,7,0,1,0,0,4,1,0,7,1,1,0,0,0,1,1,0,0,27,36,35,4,2017,85
"HOU_2017","TOR201707060","evt",2017-07-06,0,"TOR02","R",0,"HOU","TOR",1,0,1,0,1,39,36,4,11,19,2,0,2,0,4,NA,2,0,6,1,1,0,0,2,1,0,8,1,1,0,0,0,1,0,1,0,24,40,37,7,2017,86
"HOU_2017","TOR201707070","evt",2017-07-07,0,"TOR02","R",0,"HOU","TOR",1,1,0,0,1,45,39,12,14,30,4,0,4,0,12,NA,5,0,9,2,0,0,1,1,0,0,6,1,1,0,0,0,1,1,0,0,27,32,30,2,2017,87
"HOU_2017","TOR201707080","evt",2017-07-08,0,"TOR02","R",0,"HOU","TOR",1,0,1,0,1,33,30,2,7,11,1,0,1,0,2,NA,3,0,7,2,0,0,0,0,1,0,4,1,1,0,0,0,1,0,1,0,24,38,31,7,2017,88
"HOU_2017","TOR201707090","evt",2017-07-09,0,"TOR02","R",0,"HOU","TOR",1,1,0,0,1,54,45,19,17,36,4,0,5,0,16,NA,8,0,7,1,1,0,0,1,0,0,8,1,1,0,0,0,1,1,0,0,27,38,33,1,2017,89
"HOU_2017","HOU201707140","evt",2017-07-14,0,"HOU03","R",1,"HOU","MIN",1,1,0,0,1,44,37,10,14,23,3,0,2,0,10,NA,5,1,5,1,1,0,1,0,0,0,10,1,1,0,0,0,1,1,0,0,27,43,32,5,2017,90
"HOU_2017","HOU201707150","evt",2017-07-15,0,"HOU03","R",1,"HOU","MIN",1,0,1,0,1,40,33,2,7,11,1,0,1,0,2,NA,6,0,4,0,1,0,0,1,0,0,11,1,1,0,0,0,1,0,1,0,27,41,37,4,2017,91
"HOU_2017","HOU201707160","evt",2017-07-16,0,"HOU03","R",1,"HOU","MIN",1,1,0,0,1,34,30,5,7,10,3,0,0,0,3,NA,4,0,9,1,0,0,0,2,0,0,5,1,1,0,0,0,1,1,0,1,27,32,30,3,2017,92
"HOU_2017","HOU201707170","evt",2017-07-17,0,"HOU03","R",1,"HOU","SEA",1,0,1,0,1,47,40,7,12,21,3,0,2,0,7,NA,4,2,8,0,1,0,2,1,0,0,10,1,1,0,0,0,1,0,1,0,30,45,41,9,2017,93
"HOU_2017","HOU201707180","evt",2017-07-18,0,"HOU03","R",1,"HOU","SEA",1,1,0,0,1,33,29,6,10,19,3,0,2,0,6,NA,2,0,6,1,1,0,1,0,1,0,3,1,1,0,0,0,1,1,0,1,27,34,33,2,2017,94
"HOU_2017","HOU201707190","evt",2017-07-19,0,"HOU03","R",1,"HOU","SEA",1,0,1,0,1,36,32,1,8,9,1,0,0,0,1,NA,2,0,10,0,0,1,1,1,1,0,8,1,1,0,0,0,1,0,1,0,27,34,33,4,2017,95
"HOU_2017","BAL201707210","evt",2017-07-21,0,"BAL12","R",0,"HOU","BAL",1,1,0,0,1,42,41,8,16,29,2,1,3,0,8,NA,1,0,5,2,0,0,0,2,0,0,7,1,1,0,0,0,1,1,0,1,27,41,39,7,2017,96
"HOU_2017","BAL201707220","evt",2017-07-22,0,"BAL12","R",0,"HOU","BAL",1,1,0,0,1,43,41,8,15,26,2,0,3,0,8,NA,0,0,9,0,1,0,1,0,1,0,8,1,1,0,0,0,1,1,0,0,27,35,31,4,2017,97
"HOU_2017","BAL201707230","evt",2017-07-23,0,"BAL12","R",0,"HOU","BAL",1,0,1,0,1,42,36,7,10,18,2,0,2,0,7,NA,5,0,8,0,0,0,1,1,0,0,8,1,1,0,0,0,1,0,1,0,24,40,32,9,2017,98
"HOU_2017","PHI201707240","evt",2017-07-24,0,"PHI13","R",0,"HOU","PHI",1,1,0,0,1,50,41,13,18,31,5,1,2,0,13,NA,6,0,6,2,1,0,1,0,0,1,10,1,1,0,0,0,1,1,0,0,27,40,36,4,2017,99
"HOU_2017","PHI201707250","evt",2017-07-25,0,"PHI13","R",0,"HOU","PHI",1,1,0,0,1,35,32,5,7,10,1,1,0,0,5,NA,2,0,8,0,0,0,1,2,1,0,3,1,1,0,1,1,1,1,0,0,27,36,33,0,2017,100
"HOU_2017","PHI201707260","evt",2017-07-26,0,"PHI13","R",0,"HOU","PHI",1,0,1,0,1,36,35,0,9,11,2,0,0,0,0,NA,1,0,13,1,0,0,0,0,0,0,9,1,1,0,0,0,1,0,1,0,24,43,38,9,2017,101
"HOU_2017","DET201707280","evt",2017-07-28,0,"DET05","R",0,"HOU","DET",1,1,0,0,1,36,34,6,9,19,2,1,2,0,6,NA,0,0,3,0,0,0,2,0,0,0,3,1,1,0,0,0,1,1,0,1,27,40,35,5,2017,102
"HOU_2017","DET201707290","evt",2017-07-29,0,"DET05","R",0,"HOU","DET",1,0,1,0,1,33,33,3,9,15,1,1,1,0,3,NA,0,0,5,2,0,0,0,0,1,0,3,1,1,0,0,0,1,0,1,0,24,34,31,5,2017,103
"HOU_2017","DET201707300","evt",2017-07-30,0,"DET05","R",0,"HOU","DET",1,0,1,0,1,37,33,1,7,10,0,0,1,0,1,NA,4,0,8,1,0,0,0,0,0,0,9,1,1,0,0,0,1,0,1,0,24,46,37,13,2017,104
"HOU_2017","HOU201707310","evt",2017-07-31,0,"HOU03","R",1,"HOU","TBA",1,1,0,0,1,47,40,14,17,32,6,0,3,0,14,NA,5,0,2,0,0,0,2,2,0,0,9,1,1,0,0,0,1,1,0,0,27,41,34,7,2017,105
"HOU_2017","HOU201708010","evt",2017-08-01,0,"HOU03","R",1,"HOU","TBA",1,0,1,0,1,35,34,4,7,15,2,0,2,0,4,NA,1,0,6,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,1,0,27,40,35,6,2017,106
"HOU_2017","HOU201708020","evt",2017-08-02,0,"HOU03","R",1,"HOU","TBA",1,0,1,0,1,34,30,0,5,7,2,0,0,0,0,NA,3,0,4,3,0,1,0,2,0,0,7,1,1,0,0,0,1,0,1,0,27,40,36,3,2017,107
"HOU_2017","HOU201708030","evt",2017-08-03,0,"HOU03","R",1,"HOU","TBA",1,0,1,0,1,36,35,3,9,14,2,0,1,0,3,NA,1,0,10,1,0,0,0,3,0,0,6,1,1,0,0,0,1,0,1,0,27,42,36,5,2017,108
"HOU_2017","HOU201708040","evt",2017-08-04,0,"HOU03","R",1,"HOU","TOR",1,1,0,0,1,47,40,16,18,38,5,0,5,0,16,NA,7,0,1,2,0,0,0,0,0,0,7,1,1,0,0,0,1,1,0,0,27,37,35,7,2017,109
"HOU_2017","HOU201708050","evt",2017-08-05,0,"HOU03","R",1,"HOU","TOR",1,0,1,0,1,37,34,3,5,12,1,0,2,0,3,NA,3,0,11,0,0,0,0,0,1,0,4,1,1,0,0,0,1,0,1,0,30,44,39,4,2017,110
