"k","game_key","game_source","game_date","game_number","site_key","season_phase","team_alignment","team_key","opponent_key","r_g","r_w","r_l","r_t","b_g","b_pa","b_ab","b_r","b_h","b_tb","b_2b","b_3b","b_hr","b_hr4","b_rbi","b_gw","b_bb","b_ibb","b_so","b_gdp","b_hp","b_sh","b_sf","b_sb","b_cs","b_xi","b_lob","p_g","p_gs","p_cg","p_sho","p_csho","p_gf","p_w","p_l","p_sv","p_out","p_tbf","p_ab","p_r","season","season_game_number"
"HOU_2017","HOU201708060","evt",2017-08-06,0,"HOU03","R",1,"HOU","TOR",1,1,0,0,1,44,41,7,16,20,2,1,0,0,7,NA,2,0,9,1,0,0,1,0,0,0,11,1,1,0,0,0,1,1,0,0,27,42,35,6,2017,111
"HOU_2017","CHA201708080","evt",2017-08-08,0,"CHI12","R",0,"HOU","CHA",1,0,1,0,1,42,33,5,9,17,0,1,2,0,5,NA,8,0,8,1,1,0,0,0,1,0,10,1,1,0,0,0,1,0,1,0,24,41,36,8,2017,112
"HOU_2017","CHA201708090","evt",2017-08-09,0,"CHI12","R",0,"HOU","CHA",1,0,1,0,1,35,34,1,6,11,2,0,1,0,1,NA,1,0,5,0,0,0,0,0,0,0,7,1,1,0,0,0,1,0,1,0,24,36,32,7,2017,113
"HOU_2017","CHA201708100","evt",2017-08-10,0,"CHI12","R",0,"HOU","CHA",1,0,1,0,1,44,42,2,12,16,1,0,1,0,2,NA,1,0,7,2,1,0,0,1,1,0,9,1,1,0,0,0,1,0,1,0,30,47,41,3,2017,114
"HOU_2017","TEX201708110","evt",2017-08-11,0,"ARL02","R",0,"HOU","TEX",1,0,1,0,1,39,34,4,8,13,2,0,1,0,4,NA,5,0,8,1,0,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,24,37,34,6,2017,115
"HOU_2017","TEX201708120","evt",2017-08-12,0,"ARL02","R",0,"HOU","TEX",1,0,1,0,1,37,29,3,4,5,1,0,0,0,3,NA,6,0,4,1,2,0,0,1,0,0,7,1,1,0,0,0,1,0,1,0,24,38,29,8,2017,116
"HOU_2017","TEX201708130","evt",2017-08-13,0,"ARL02","R",0,"HOU","TEX",1,1,0,0,1,34,31,2,6,10,1,0,1,0,2,NA,2,0,4,1,1,0,0,0,0,0,5,1,1,0,0,0,1,1,0,1,27,37,31,1,2017,117
"HOU_2017","ARI201708140","evt",2017-08-14,0,"PHO01","R",0,"HOU","ARI",1,0,1,0,1,34,32,0,7,8,1,0,0,0,0,NA,2,0,12,2,0,0,0,0,1,0,7,1,1,0,0,0,1,0,1,0,24,34,31,2,2017,118
"HOU_2017","ARI201708150","evt",2017-08-15,0,"PHO01","R",0,"HOU","ARI",1,1,0,0,1,44,39,9,13,25,5,2,1,0,8,NA,4,1,8,1,1,0,0,0,0,0,8,1,1,0,0,0,1,1,0,0,27,38,34,4,2017,119
"HOU_2017","HOU201708160","evt",2017-08-16,0,"HOU03","R",1,"HOU","ARI",1,1,0,0,1,41,37,9,16,23,1,0,2,0,8,NA,2,0,5,2,0,0,2,2,0,0,8,1,1,0,0,0,1,1,0,0,27,38,34,5,2017,120
"HOU_2017","HOU201708170","evt",2017-08-17,0,"HOU03","R",1,"HOU","ARI",1,0,1,0,1,32,31,0,4,5,1,0,0,0,0,NA,1,0,8,0,0,0,0,0,1,0,5,1,1,0,0,0,1,0,1,0,27,35,32,4,2017,121
"HOU_2017","HOU201708180","evt",2017-08-18,0,"HOU03","R",1,"HOU","OAK",1,1,0,0,1,32,31,3,7,13,0,0,2,0,3,NA,1,0,2,0,0,0,0,1,1,0,5,1,1,0,0,0,1,1,0,1,27,31,30,1,2017,122
"HOU_2017","HOU201708190","evt",2017-08-19,0,"HOU03","R",1,"HOU","OAK",1,1,0,0,1,32,28,3,8,13,2,0,1,0,3,NA,4,0,4,2,0,0,0,1,1,0,5,1,1,0,1,1,1,1,0,1,27,32,28,0,2017,123
"HOU_2017","HOU201708200","evt",2017-08-20,0,"HOU03","R",1,"HOU","OAK",1,0,1,0,1,36,32,2,7,11,1,0,1,0,2,NA,3,0,6,0,0,0,1,1,0,0,7,1,1,0,0,0,1,0,1,0,27,40,35,3,2017,124
"HOU_2017","HOU201708220","evt",2017-08-22,0,"HOU03","R",1,"HOU","WAS",1,0,1,0,1,38,34,3,9,10,1,0,0,0,3,NA,3,1,9,1,0,1,0,1,1,0,8,1,1,0,0,0,1,0,1,0,27,34,32,4,2017,125
"HOU_2017","HOU201708230","evt",2017-08-23,0,"HOU03","R",1,"HOU","WAS",1,1,0,0,1,39,33,6,10,23,2,1,3,0,6,NA,5,1,2,0,0,0,1,1,0,0,9,1,1,0,0,0,1,1,0,0,27,32,30,1,2017,126
"HOU_2017","HOU201708240","evt",2017-08-24,0,"HOU03","R",1,"HOU","WAS",1,0,1,0,1,42,40,4,9,15,3,0,1,0,4,NA,2,0,11,2,0,0,0,0,0,0,5,1,1,0,0,0,1,0,1,0,33,43,40,5,2017,127
"HOU_2017","ANA201708250","evt",2017-08-25,0,"ANA01","R",0,"HOU","ANA",1,1,0,0,1,35,35,2,8,12,1,0,1,0,1,NA,0,0,8,0,0,0,0,0,0,0,6,1,1,0,0,0,1,1,0,1,27,36,32,1,2017,128
"HOU_2017","ANA201708260","evt",2017-08-26,0,"ANA01","R",0,"HOU","ANA",1,0,1,0,1,38,36,6,8,16,2,0,2,0,4,NA,2,0,6,0,0,0,0,1,0,0,5,1,1,0,0,0,1,0,1,0,24,33,31,7,2017,129
"HOU_2017","ANA201708270","evt",2017-08-27,0,"ANA01","R",0,"HOU","ANA",1,1,0,0,1,38,34,7,9,14,0,1,1,0,7,NA,4,1,9,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,0,1,27,39,32,5,2017,130
"HOU_2017","HOU201708290","evt",2017-08-29,0,"STP01","R",1,"HOU","TEX",1,0,1,0,1,38,34,2,9,10,1,0,0,0,2,NA,2,0,5,2,2,0,0,0,0,0,9,1,1,0,0,0,1,0,1,0,27,46,41,12,2017,131
"HOU_2017","HOU201708300","evt",2017-08-30,0,"STP01","R",1,"HOU","TEX",1,0,1,0,1,32,31,1,4,5,1,0,0,0,1,NA,0,0,6,0,0,0,1,0,0,0,4,1,1,0,0,0,1,0,1,0,27,43,37,8,2017,132
"HOU_2017","HOU201708310","evt",2017-08-31,0,"STP01","R",1,"HOU","TEX",1,1,0,0,1,33,30,5,9,12,0,0,1,0,5,NA,2,0,6,2,1,0,0,3,0,0,4,1,1,0,0,0,1,1,0,1,27,35,30,1,2017,133
"HOU_2017","HOU201709021","evt",2017-09-02,1,"HOU03","R",1,"HOU","NYN",1,1,0,0,1,45,42,12,17,28,5,0,2,0,10,NA,2,0,6,0,1,0,0,1,0,0,9,1,1,0,0,0,1,1,0,0,27,41,38,8,2017,134
"HOU_2017","HOU201709022","evt",2017-09-02,2,"HOU03","R",1,"HOU","NYN",1,1,0,0,1,34,30,4,9,10,1,0,0,0,4,NA,2,0,8,1,1,0,1,2,0,0,6,1,1,0,0,0,1,1,0,1,27,37,32,1,2017,135
"HOU_2017","HOU201709030","evt",2017-09-03,0,"HOU03","R",1,"HOU","NYN",1,1,0,0,1,38,32,8,11,20,3,0,2,0,8,NA,3,0,1,0,1,1,1,4,1,0,6,1,1,0,0,0,1,1,0,1,27,44,34,6,2017,136
"HOU_2017","SEA201709040","evt",2017-09-04,0,"SEA03","R",0,"HOU","SEA",1,1,0,0,1,41,34,6,8,15,1,0,2,0,6,NA,6,2,6,0,0,1,0,0,0,0,8,1,1,0,0,0,1,1,0,0,27,35,33,2,2017,137
"HOU_2017","SEA201709050","evt",2017-09-05,0,"SEA03","R",0,"HOU","SEA",1,1,0,0,1,36,28,3,2,5,0,0,1,0,3,NA,7,0,6,0,0,0,1,0,0,0,6,1,1,0,0,0,1,1,0,1,27,34,33,1,2017,138
"HOU_2017","SEA201709060","evt",2017-09-06,0,"SEA03","R",0,"HOU","SEA",1,1,0,0,1,39,36,5,9,16,4,0,1,0,5,NA,3,0,5,0,0,0,0,0,1,0,7,1,1,0,0,0,1,1,0,0,27,35,32,3,2017,139
"HOU_2017","OAK201709080","evt",2017-09-08,0,"OAK01","R",0,"HOU","OAK",1,0,1,0,1,41,36,8,11,23,3,0,3,0,8,NA,4,1,7,2,1,0,0,1,0,0,6,1,1,0,0,0,1,0,1,0,24,39,36,9,2017,140
"HOU_2017","OAK201709092","evt",2017-09-09,2,"OAK01","R",0,"HOU","OAK",1,0,1,0,1,37,32,4,7,11,1,0,1,0,4,NA,4,0,5,2,0,0,1,0,1,0,6,1,1,0,0,0,1,0,1,0,24,39,37,11,2017,141
"HOU_2017","OAK201709091","evt",2017-09-09,1,"OAK01","R",0,"HOU","OAK",1,0,1,0,1,34,30,1,5,7,2,0,0,0,1,NA,4,0,11,1,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,24,49,36,11,2017,142
"HOU_2017","OAK201709100","evt",2017-09-10,0,"OAK01","R",0,"HOU","OAK",1,0,1,0,1,37,34,2,8,15,4,0,1,0,2,NA,3,0,6,0,0,0,0,1,0,0,8,1,1,0,0,0,1,0,1,0,24,46,36,10,2017,143
"HOU_2017","ANA201709120","evt",2017-09-12,0,"ANA01","R",0,"HOU","ANA",1,1,0,0,1,32,32,1,6,7,1,0,0,0,1,NA,0,0,7,1,0,0,0,0,0,0,4,1,1,0,1,1,1,1,0,1,27,29,27,0,2017,144
"HOU_2017","ANA201709130","evt",2017-09-13,0,"ANA01","R",0,"HOU","ANA",1,0,1,0,1,30,28,1,5,6,1,0,0,0,1,NA,1,0,6,2,0,0,1,0,0,0,2,1,1,0,0,0,1,0,1,0,24,39,36,9,2017,145
"HOU_2017","ANA201709140","evt",2017-09-14,0,"ANA01","R",0,"HOU","ANA",1,1,0,0,1,38,35,5,10,14,4,0,0,0,5,NA,2,0,2,0,0,0,1,0,0,0,6,1,1,0,0,0,1,1,0,0,27,35,32,2,2017,146
"HOU_2017","HOU201709150","evt",2017-09-15,0,"HOU03","R",1,"HOU","SEA",1,1,0,0,1,38,32,5,9,12,3,0,0,0,5,NA,6,0,6,0,0,0,0,1,0,0,9,1,1,0,0,0,1,1,0,1,27,36,35,2,2017,147
"HOU_2017","HOU201709160","evt",2017-09-16,0,"HOU03","R",1,"HOU","SEA",1,1,0,0,1,39,36,8,12,17,5,0,0,0,7,NA,3,0,6,1,0,0,0,0,0,0,7,1,1,0,0,0,1,1,0,1,27,39,36,6,2017,148
"HOU_2017","HOU201709170","evt",2017-09-17,0,"HOU03","R",1,"HOU","SEA",1,1,0,0,1,38,37,7,12,26,2,0,4,0,7,NA,1,0,4,0,0,0,0,0,0,0,7,1,1,0,0,0,1,1,0,0,27,32,31,1,2017,149
"HOU_2017","HOU201709190","evt",2017-09-19,0,"HOU03","R",1,"HOU","CHA",1,1,0,0,1,31,29,3,8,14,3,0,1,0,3,NA,1,0,3,0,0,1,0,0,1,0,4,1,1,0,0,0,1,1,0,1,27,37,35,1,2017,150
"HOU_2017","HOU201709200","evt",2017-09-20,0,"HOU03","R",1,"HOU","CHA",1,1,0,0,1,36,32,4,9,13,2,1,0,0,4,NA,4,0,7,1,0,0,0,1,0,0,8,1,1,0,0,0,1,1,0,1,27,33,31,3,2017,151
"HOU_2017","HOU201709210","evt",2017-09-21,0,"HOU03","R",1,"HOU","CHA",1,0,1,0,1,34,28,1,3,6,0,0,1,0,1,NA,6,0,8,1,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,34,31,3,2017,152
"HOU_2017","HOU201709220","evt",2017-09-22,0,"HOU03","R",1,"HOU","ANA",1,1,0,0,1,29,27,3,3,7,1,0,1,0,3,NA,2,0,9,0,0,0,0,1,0,0,2,1,1,0,1,1,1,1,0,1,27,30,27,0,2017,153
"HOU_2017","HOU201709230","evt",2017-09-23,0,"HOU03","R",1,"HOU","ANA",1,1,0,0,1,35,31,6,8,14,3,0,1,0,6,NA,2,1,5,1,2,0,0,1,1,0,5,1,1,0,0,0,1,1,0,0,27,33,30,2,2017,154
"HOU_2017","HOU201709240","evt",2017-09-24,0,"HOU03","R",1,"HOU","ANA",1,0,1,0,1,39,35,5,9,16,1,0,2,0,5,NA,2,0,11,0,2,0,0,1,0,0,7,1,1,0,0,0,1,0,1,0,27,44,39,7,2017,155
"HOU_2017","TEX201709250","evt",2017-09-25,0,"ARL02","R",0,"HOU","TEX",1,1,0,0,1,45,39,11,12,18,3,0,1,0,9,NA,3,0,7,1,2,0,1,0,0,0,7,1,1,0,0,0,1,1,0,0,27,40,36,2,2017,156
"HOU_2017","TEX201709260","evt",2017-09-26,0,"ARL02","R",0,"HOU","TEX",1,1,0,0,1,50,43,14,18,31,5,1,2,0,13,NA,4,0,8,1,2,0,1,1,0,0,9,1,1,0,0,0,1,1,0,0,27,35,33,3,2017,157
"HOU_2017","TEX201709270","evt",2017-09-27,0,"ARL02","R",0,"HOU","TEX",1,1,0,0,1,45,43,12,16,28,3,0,3,1,12,NA,2,0,5,1,0,0,0,0,0,0,6,1,1,0,0,0,1,1,0,0,27,33,33,2,2017,158
"HOU_2017","BOS201709280","evt",2017-09-28,0,"BOS07","R",0,"HOU","BOS",1,1,0,0,1,50,44,12,17,30,4,0,3,0,11,NA,6,1,10,0,0,0,0,0,0,0,11,1,1,0,0,0,1,1,0,0,27,37,34,2,2017,159
"HOU_2017","BOS201709290","evt",2017-09-29,0,"BOS07","R",0,"HOU","BOS",1,1,0,0,1,36,33,3,6,10,1,0,1,0,3,NA,3,1,8,0,0,0,0,0,1,0,6,1,1,0,0,0,1,1,0,1,27,34,31,2,2017,160
"HOU_2017","BOS201709300","evt",2017-09-30,0,"BOS07","R",0,"HOU","BOS",1,0,1,0,1,37,33,3,8,12,1,0,1,0,3,NA,4,0,8,1,0,0,0,0,1,0,7,1,1,0,0,0,1,0,1,0,24,37,33,6,2017,161
"HOU_2017","BOS201710010","evt",2017-10-01,0,"BOS07","R",0,"HOU","BOS",1,1,0,0,1,38,33,4,8,10,2,0,0,0,4,NA,4,0,11,0,0,0,1,1,0,0,7,1,1,0,0,0,1,1,0,1,27,35,33,3,2017,162
"MIL_1982","TOR198204090","evt",1982-04-09,0,"TOR01","R",0,"MIL","TOR",1,1,0,0,1,54,40,15,16,22,3,0,1,0,15,NA,11,1,6,2,1,1,1,0,0,0,12,1,1,0,0,0,1,1,0,0,27,40,35,4,1982,1
"MIL_1982","TOR198204100","evt",1982-04-10,0,"TOR01","R",0,"MIL","TOR",1,0,1,0,1,40,35,2,9,11,0,1,0,0,2,NA,5,0,6,2,0,0,0,0,2,0,8,1,1,0,0,0,1,0,1,0,29,42,39,3,1982,2
"MIL_1982","TOR198204110","evt",1982-04-11,0,"TOR01","R",0,"MIL","TOR",1,1,0,0,1,51,44,14,17,23,3,0,1,0,13,NA,6,0,4,0,0,1,0,2,1,0,10,1,1,0,0,0,1,1,0,0,27,38,36,5,1982,3
"MIL_1982","CLE198204130","evt",1982-04-13,0,"CLE07","R",0,"MIL","CLE",1,1,0,0,1,50,47,9,16,25,4,1,1,0,9,NA,3,0,5,0,0,0,0,0,0,0,11,1,1,0,0,0,1,1,0,0,30,49,44,8,1982,4
"MIL_1982","CLE198204140","evt",1982-04-14,0,"CLE07","R",0,"MIL","CLE",1,0,1,0,1,38,32,2,7,12,2,0,1,0,2,NA,5,0,5,2,0,1,0,0,0,0,9,1,1,0,0,0,1,0,1,0,24,44,32,6,1982,5
"MIL_1982","CLE198204150","evt",1982-04-15,0,"CLE07","R",0,"MIL","CLE",1,0,1,0,1,31,30,1,4,5,1,0,0,0,1,NA,1,0,7,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,1,0,24,39,35,8,1982,6
"MIL_1982","MIL198204160","evt",1982-04-16,0,"MIL05","R",1,"MIL","TEX",1,0,1,0,1,33,32,1,4,4,0,0,0,0,1,NA,1,0,4,2,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,30,42,39,4,1982,7
"MIL_1982","MIL198204170","evt",1982-04-17,0,"MIL05","R",1,"MIL","TEX",1,0,1,0,1,36,32,3,7,12,2,0,1,0,2,NA,4,0,5,1,0,0,0,0,1,0,6,1,1,0,0,0,1,0,1,0,27,39,36,5,1982,8
"MIL_1982","MIL198204180","evt",1982-04-18,0,"MIL05","R",1,"MIL","TEX",1,0,1,0,1,44,41,6,14,19,2,0,1,0,6,NA,3,0,3,1,0,0,0,0,0,0,11,1,1,0,0,0,1,0,1,0,27,43,39,9,1982,9
"MIL_1982","MIL198204210","evt",1982-04-21,0,"MIL05","R",1,"MIL","TOR",1,1,0,0,1,35,30,3,6,11,2,0,1,0,3,NA,5,1,2,0,0,0,0,1,0,0,8,1,1,0,0,0,1,1,0,1,27,31,29,1,1982,10
"MIL_1982","MIL198204220","evt",1982-04-22,0,"MIL05","R",1,"MIL","TOR",1,1,0,0,1,38,31,7,11,18,1,0,2,0,5,NA,4,1,2,1,1,2,0,0,0,0,7,1,1,1,1,0,0,1,0,0,27,31,30,0,1982,11
"MIL_1982","TEX198204230","evt",1982-04-23,0,"ARL01","R",0,"MIL","TEX",1,1,0,0,1,36,29,2,6,9,3,0,0,0,2,NA,4,0,7,2,1,1,1,0,1,0,7,1,1,0,0,0,1,1,0,1,27,31,31,1,1982,12
"MIL_1982","TEX198204240","evt",1982-04-24,0,"ARL01","R",0,"MIL","TEX",1,1,0,0,1,35,32,4,10,15,2,0,1,0,4,NA,1,0,4,0,0,1,1,0,2,0,4,1,1,1,0,0,0,1,0,0,27,33,30,1,1982,13
"MIL_1982","TEX198204250","evt",1982-04-25,0,"ARL01","R",0,"MIL","TEX",1,1,0,0,1,49,45,11,16,26,4,0,2,0,11,NA,4,1,6,0,0,0,0,1,0,0,11,1,1,0,0,0,1,1,0,1,27,40,33,6,1982,14
"MIL_1982","MIL198204270","evt",1982-04-27,0,"MIL05","R",1,"MIL","CHA",1,0,1,0,1,34,32,2,4,7,1,1,0,0,2,NA,2,0,0,0,0,0,0,1,0,0,5,1,1,0,0,0,1,0,1,0,27,41,35,11,1982,15
"MIL_1982","MIL198204280","evt",1982-04-28,0,"MIL05","R",1,"MIL","CHA",1,1,0,0,1,31,26,2,4,7,0,0,1,0,2,NA,3,0,4,1,0,2,0,1,0,0,5,1,1,0,0,0,1,1,0,0,27,36,31,1,1982,16
"MIL_1982","MIN198204300","evt",1982-04-30,0,"MIN03","R",0,"MIL","MIN",1,0,1,0,1,34,33,4,6,7,1,0,0,0,3,NA,1,0,5,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,1,0,24,32,31,7,1982,17
"MIL_1982","MIN198205010","evt",1982-05-01,0,"MIN03","R",0,"MIL","MIN",1,1,0,0,1,41,33,6,6,13,1,0,2,0,6,NA,7,1,2,0,0,1,0,2,0,0,8,1,1,0,0,0,1,1,0,1,27,37,35,5,1982,18
"MIL_1982","MIN198205020","evt",1982-05-02,0,"MIN03","R",0,"MIL","MIN",1,1,0,0,1,47,40,11,14,26,1,1,3,0,10,NA,7,0,7,1,0,0,0,0,2,0,9,1,1,0,0,0,1,1,0,1,27,41,35,4,1982,19
"MIL_1982","MIL198205030","evt",1982-05-03,0,"MIL05","R",1,"MIL","KCA",1,0,1,0,1,35,32,2,7,10,0,0,1,0,2,NA,3,0,1,3,0,0,0,2,1,0,6,1,1,0,0,0,1,0,1,0,27,36,34,3,1982,20
"MIL_1982","MIL198205040","evt",1982-05-04,0,"MIL05","R",1,"MIL","KCA",1,1,0,0,1,41,35,9,12,19,1,0,2,0,7,NA,6,0,3,1,0,0,0,0,0,0,8,1,1,0,0,0,1,1,0,0,27,38,35,5,1982,21
"MIL_1982","MIL198205050","evt",1982-05-05,0,"MIL05","R",1,"MIL","KCA",1,0,1,0,1,38,33,2,6,10,1,0,1,0,2,NA,4,0,0,2,0,1,0,0,1,0,6,1,1,0,0,0,1,0,1,0,30,47,42,3,1982,22
"MIL_1982","MIL198205060","evt",1982-05-06,0,"MIL05","R",1,"MIL","MIN",1,1,0,0,1,32,29,6,6,11,1,2,0,0,6,NA,2,0,8,0,0,0,1,0,0,0,2,1,1,0,0,0,1,1,0,1,27,33,30,3,1982,23
"MIL_1982","MIL198205070","evt",1982-05-07,0,"MIL05","R",1,"MIL","MIN",1,1,0,0,1,31,30,4,8,18,1,0,3,0,4,NA,1,0,6,1,0,0,0,0,1,0,3,1,1,0,0,0,1,1,0,1,27,36,33,1,1982,24
"MIL_1982","MIL198205080","evt",1982-05-08,0,"MIL05","R",1,"MIL","MIN",1,1,0,0,1,43,34,12,12,20,1,2,1,0,9,NA,6,1,4,1,2,0,1,3,0,0,7,1,1,1,0,0,0,1,0,0,27,33,32,1,1982,25
"MIL_1982","MIL198205090","evt",1982-05-09,0,"MIL05","R",1,"MIL","MIN",1,1,0,0,1,37,33,6,11,19,0,1,2,0,6,NA,4,0,4,2,0,0,0,1,0,0,7,1,1,0,0,0,1,1,0,1,27,35,32,2,1982,26
"MIL_1982","KCA198205100","evt",1982-05-10,0,"KAN06","R",0,"MIL","KCA",1,0,1,0,1,35,32,2,6,13,4,0,1,0,2,NA,3,0,3,0,0,0,0,0,1,0,6,1,1,0,0,0,1,0,1,0,24,32,30,3,1982,27
"MIL_1982","KCA198205110","evt",1982-05-11,0,"KAN06","R",0,"MIL","KCA",1,0,1,0,1,39,38,3,11,15,1,0,1,0,3,NA,1,0,4,1,0,0,0,0,0,0,9,1,1,0,0,0,1,0,1,0,24,48,43,17,1982,28
"MIL_1982","KCA198205120","evt",1982-05-12,0,"KAN06","R",0,"MIL","KCA",1,0,1,0,1,39,39,7,12,24,0,0,4,0,7,NA,0,0,9,1,0,0,0,1,0,0,5,1,1,0,0,0,1,0,1,0,24,38,33,9,1982,29
"MIL_1982","CHA198205130","evt",1982-05-13,0,"CHI10","R",0,"MIL","CHA",1,0,1,0,1,37,35,2,10,14,1,0,1,0,2,NA,1,0,3,0,0,0,1,0,0,0,8,1,1,0,0,0,1,0,1,0,24,46,43,13,1982,30
"MIL_1982","CHA198205140","evt",1982-05-14,0,"CHI10","R",0,"MIL","CHA",1,1,0,0,1,35,31,2,7,13,0,0,2,0,2,NA,3,0,5,0,0,1,0,2,2,0,6,1,1,0,0,0,1,1,0,1,27,37,34,1,1982,31
"MIL_1982","CHA198205150","evt",1982-05-15,0,"CHI10","R",0,"MIL","CHA",1,1,0,0,1,44,39,8,13,21,6,1,0,0,8,NA,3,1,7,0,0,2,0,0,0,0,9,1,1,0,0,0,1,1,0,1,27,40,38,3,1982,32
"MIL_1982","CHA198205160","evt",1982-05-16,0,"CHI10","R",0,"MIL","CHA",1,0,1,0,1,38,35,1,11,13,0,1,0,0,0,NA,3,0,6,2,0,0,0,2,2,0,10,1,1,0,0,0,1,0,1,0,24,37,29,6,1982,33
"MIL_1982","MIL198205180","evt",1982-05-18,0,"MIL05","R",1,"MIL","CAL",1,0,1,0,1,30,30,1,3,6,0,0,1,0,1,NA,0,0,5,0,0,0,0,1,0,0,2,1,1,0,0,0,1,0,1,0,27,36,33,4,1982,34
"MIL_1982","MIL198205190","evt",1982-05-19,0,"MIL05","R",1,"MIL","CAL",1,0,1,0,1,33,30,2,6,9,0,0,1,0,2,NA,3,0,5,1,0,0,0,1,0,0,4,1,1,0,0,0,1,0,1,0,27,40,33,7,1982,35
"MIL_1982","MIL198205200","evt",1982-05-20,0,"MIL05","R",1,"MIL","CAL",1,1,0,0,1,34,31,4,7,10,3,0,0,0,3,NA,3,1,4,1,0,0,0,0,1,0,6,1,1,1,0,0,0,1,0,0,27,32,30,1,1982,36
"MIL_1982","MIL198205210","evt",1982-05-21,0,"MIL05","R",1,"MIL","SEA",1,1,0,0,1,32,30,4,8,10,2,0,0,0,4,NA,1,0,2,0,0,1,0,0,1,0,4,1,1,0,0,0,1,1,0,1,27,32,29,1,1982,37
"MIL_1982","MIL198205220","evt",1982-05-22,0,"MIL05","R",1,"MIL","SEA",1,0,1,0,1,34,29,1,4,4,0,0,0,0,1,NA,4,0,2,1,0,1,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,38,36,7,1982,38
"MIL_1982","MIL198205230","evt",1982-05-23,0,"MIL05","R",1,"MIL","SEA",1,0,1,0,1,44,42,5,12,21,3,0,2,0,5,NA,1,0,9,0,0,1,0,0,2,0,6,1,1,0,0,0,1,0,1,0,33,47,43,6,1982,39
"MIL_1982","MIL198205250","evt",1982-05-25,0,"MIL05","R",1,"MIL","OAK",1,0,1,0,1,38,37,5,11,22,5,0,2,0,5,NA,1,0,6,0,0,0,0,2,0,0,6,1,1,0,0,0,1,0,1,0,27,47,39,10,1982,40
"MIL_1982","MIL198205260","evt",1982-05-26,0,"MIL05","R",1,"MIL","OAK",1,0,1,0,1,33,30,2,3,10,1,0,2,0,2,NA,3,0,3,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,1,0,27,42,35,7,1982,41
"MIL_1982","CAL198205270","evt",1982-05-27,0,"ANA01","R",0,"MIL","CAL",1,1,0,0,1,37,33,4,8,14,0,0,2,0,4,NA,3,0,5,0,0,1,0,0,1,0,6,1,1,0,0,0,1,1,0,1,27,35,30,3,1982,42
"MIL_1982","CAL198205280","evt",1982-05-28,0,"ANA01","R",0,"MIL","CAL",1,0,1,0,1,37,35,5,11,22,2,0,3,0,5,NA,1,0,2,0,0,1,0,0,0,0,5,1,1,0,0,0,1,0,1,0,24,33,31,6,1982,43
"MIL_1982","CAL198205290","evt",1982-05-29,0,"ANA01","R",0,"MIL","CAL",1,0,1,0,1,44,39,4,14,16,0,1,0,0,3,NA,2,1,1,1,1,2,0,0,1,0,10,1,1,0,0,0,1,0,1,0,28,41,36,5,1982,44
"MIL_1982","CAL198205300","evt",1982-05-30,0,"ANA01","R",0,"MIL","CAL",1,1,0,0,1,40,34,7,11,23,3,0,3,0,7,NA,5,0,5,1,0,0,1,0,1,0,6,1,1,0,0,0,1,1,0,1,27,35,30,3,1982,45
"MIL_1982","SEA198205310","evt",1982-05-31,0,"SEA02","R",0,"MIL","SEA",1,0,1,0,1,42,39,4,8,20,0,0,4,0,4,NA,3,1,3,0,0,0,0,0,2,0,5,1,1,0,0,0,1,0,1,0,31,46,41,5,1982,46
"MIL_1982","SEA198206010","evt",1982-06-01,0,"SEA02","R",0,"MIL","SEA",1,1,0,0,1,33,32,2,8,13,2,0,1,0,2,NA,1,0,9,2,0,0,0,0,1,0,4,1,1,0,0,0,1,1,0,1,27,35,32,1,1982,47
"MIL_1982","SEA198206020","evt",1982-06-02,0,"SEA02","R",0,"MIL","SEA",1,1,0,0,1,38,37,5,12,18,1,1,1,0,4,NA,0,0,8,1,0,1,0,1,0,0,6,1,1,1,0,0,0,1,0,0,27,35,32,2,1982,48
"MIL_1982","OAK198206040","evt",1982-06-04,0,"OAK01","R",0,"MIL","OAK",1,1,0,0,1,44,39,10,12,20,3,1,1,0,9,NA,5,0,7,0,0,0,0,0,0,0,7,1,1,0,0,0,1,1,0,1,27,36,29,1,1982,49
"MIL_1982","OAK198206050","evt",1982-06-05,0,"OAK01","R",0,"MIL","OAK",1,1,0,0,1,44,44,11,17,37,5,0,5,0,11,NA,0,0,4,0,0,0,0,0,0,0,6,1,1,1,0,0,0,1,0,0,27,35,32,3,1982,50
"MIL_1982","OAK198206060","evt",1982-06-06,0,"OAK01","R",0,"MIL","OAK",1,1,0,0,1,43,39,7,14,23,3,0,2,0,7,NA,4,0,6,0,0,0,0,1,2,0,9,1,1,0,0,0,1,1,0,0,27,38,33,2,1982,51
"MIL_1982","MIL198206070","evt",1982-06-07,0,"MIL05","R",1,"MIL","BAL",1,0,1,0,1,31,31,2,5,12,1,0,2,0,2,NA,0,0,3,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,1,0,27,43,39,7,1982,52
